;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
0;What is the consequence for a customer if they do not cancel their order in a timely manner?;"Orders for accommodation services made in writing or by other means, which have been
confirmed by the hotel and have not been cancelled by the customer in a timely manner, are
mutually binding. The front office manager keeps a record of all received and confirmed
orders.";0;[' become legally binding if both parties agree to them ', ' unless the client cancels on time ', ' Written agreements regarding hotel stays ', ' require prompt cancellation from customers ', ' Booking confirmations held by hotel reception staff ', ' Accurate records kept of accepted room bookings ', ' Binding contracts exist when clients and hotels mutually commit to a booking ', ' Confirmation in writing constitutes an agreement between client and hotel ', ' Written confirmation of accommodation requests are legally enforceable ', ' Cancellations of written bookings must occur before the specified deadline ', ''];0;6;"["" Failure to halt a customer's order before the deadline can lead to what repercussions?\n\n"", "" In case of no cancellation within the stipulated time frame, what will befall the buyer's obligation?\n\n"", ' A consumer who fails to annul their buy in a timely fashion may face what consequences?\n\n', "" What outcome is likely for someone who doesn't terminate their purchase on schedule?\n\n"", ' If an individual does not cancel their order by the deadline, what might transpire?\n\n', ' What happens when a customer neglects to call off their buy before the cutoff time?\n\n', "" The impact of non-cancellation within the specified timeframe on the customer's transaction will be what?\n\n"", ' A buyer who fails to terminate their purchase in a timely manner may encounter what outcome?']"
3;Is the hotel allowed to refuse accommodation to someone who is visibly under the influence of alcohol?;"
Accommodation in the hotel is permitted only to persons who are not carrying infectious
diseases and who are not visibly under the influence of alcohol or drugs.";3;[' People are allowed to stay at the hotel provided they are free from contagious illnesses ', ' Hotel rooms can only be used by individuals with no symptoms of infectious disease ', ' The hotel accepts guests who do not have infectious illnesses and who appear sober ', ' Only those without signs of illness or intoxication may occupy a room at the hotel ', ' Guests may be accommodated if they show no sign of being under the influence of alcohol or drugs ', ' Hotel stay is permitted for individuals with no evidence of an infectious disease ', ' No one visibly intoxicated or carrying contagious diseases can check-in at the hotel ', ' Only those who are not visibly affected by intoxicating substances or illnesses may occupy a room ', ' Guests may be housed provided they do not have visible signs of intoxication or illness ', ''];2;6;"[' May hotels enforce policies requiring guests to be sober prior to check-in?\n\n', ' Can establishments decline lodging to patrons who appear inebriated and pose a risk to themselves or others?\n\n', ' Is it within the rights of hotels to deny accommodation based on signs of alcohol impairment?\n\n', ' Should hotels have the authority to refuse service to individuals displaying visible symptoms of intoxication?\n\n', ' Do laws permit hotels to deny check-in to guests who seem under the influence of alcohol?\n\n', ' Can hotels safely enforce a policy requiring patrons to be sober before being granted accommodations?\n\n', ' Are there regulations that allow hotels to decline service to visibly intoxicated guests?\n\n', ' May hotels, as a precautionary measure, refuse lodging to individuals showing signs of intoxication?\n\n', "" Is it permissible for hotels to deny accommodation based on an individual's visible level of intoxication?""]"
4;"What does ""fundamentally different"" mean in the context of the hotel's accommodation offer?";"
In special cases the hotel may offer guests other accommodation than has been agreed
upon if this does not fundamentally different from the already confirmed order.";4;"[' unless it significantly deviates from the original booking.\nThe hotel may occasionally substitute the room type or location ', "" as long as it's substantially similar to the originally confirmed reservation.\nIn specific instances, the hotel can offer guests different accommodation than they had booked "", "" provided that it doesn't vary greatly from their original order.\nOn rare occasions, the hotel might provide alternative accommodations "", ' if these do not differ significantly from the agreed-upon arrangement.\nIf necessary, the hotel may accommodate guests in a room type or location other than what was initially confirmed ', ' as long as this does not fundamentally alter the original booking.\nIn specific situations, the hotel can offer substitute rooms to those that were originally booked ', ' assuming that they are comparable in terms of quality and amenities.\nOn occasion, the hotel might provide alternative accommodation ', ' if the change does not involve a significant difference from the initially confirmed reservation.\nThe hotel may occasionally upgrade or downgrade the room type ', ' as long as this does not fundamentally alter the original agreement.\nIn extraordinary circumstances, the hotel can offer substitute rooms to those that were originally booked ', ' provided that they are comparable in terms of quality and amenities.\nIf necessary, the hotel may provide alternative accommodation ', ' assuming that it does not differ significantly from the agreed-upon arrangement.']";3;6;"[' Are the accommodations at one hotel substantially unlike those found elsewhere ', "" In what ways might a hotel's guest rooms be noticeably dissimilar "", ' Does ""fundamentally different"" imply a significant disparity in amenities or services offered by a hotel\'s rooms ', "" What does it mean for a hotel's lodging options to be inherently distinct from those of another establishment "", ' Are there notable differences in the types of accommodations provided by two hotels ', "" In what ways might a hotel's guest rooms be significantly unlike those found elsewhere "", ' What would fundamentally different accommodations look like at a hotel ', ' Does ""fundamentally different"" suggest a hotel\'s rooms offer a substantially unique experience ', '']"
5;What is the earliest time a guest can check-in to the accommodation?;"Check-in is possible from 14:00 on the day of arrival. On the day of travel, the room must
be vacated by 11:00 at the latest.";5;[' \nCheck-in commences at 14:00 on arrival day. The room must be left vacant by 11:00 at the latest on travel day ', ' \nRegistration is possible from 2 pm onwards on the day of entry. The room needs to be given up by 11 am latest on the day of departure ', ' \nArrival is possible from 14:00 on arrival day. On the day of departure, the room has to be vacated until 11 am at the latest ', ' \nOccupation starts at 2 pm on the day of entry. The room needs to be cleared by 11 am at the latest on the travel day ', ' \nArrival is allowed from 14:00 onwards on arrival day. On the travel day, the room must be given up until 11 am at the latest ', ' \nAccess is granted from 2 pm onwards on arrival day. The room has to be vacated by 11 am at the latest on departure day ', ' \nArrival time is 14:00 on arrival day. The room needs to be cleared until 11 am at the latest on travel day ', ' \nThe check-in time starts at 14:00 on the day of entry. The room has to be given up by 11 am at the latest on departure day ', ' \nRegistration begins at 2 pm on the day of arrival. On the day of departure, the room must be cleared until 11 am at the latest ', ''];4;6;[' Can visitors arrive as soon as possible at the residence ', ' At what hour does the first guest get access to their room ', ' How early in the day can people enter the building ', ' What is the earliest allowed check-in time for tourists ', ' When do patrons gain permission to occupy their assigned space ', ' Can individuals claim possession of their unit prior to a specified time ', ' On which date and hour may visitors start using the facilities ', ' Is it possible for someone to enter the premises before a certain moment ', ' At what point in the morning can guests access the accommodations']
6;Is early check-in and late check-out subject to availability and may incur additional costs?;" If our guests require early check-in or late check-out, they
must contact our hotel reception in advance. Our colleagues may provide this service upon
availability and with possible extra costs.";6;[' must telephone the front desk ahead of time. Staff might accommodate this request ', ' depending on room availability, but it could incur an additional fee. If our guests wish for expedited access or delayed departure, they ', ' should notify our hotel staff in advance. Our team can facilitate this service ', ' subject to certain conditions and potential surcharges. For those who need to check-in early or check-out late, ', ' we recommend calling the hotel desk prior to their stay. Our staff may allow this accommodation ', ' on a case-by-case basis and with any applicable charges. When guests arrive at an unusual hour or desire extended stay, ', ' they should inform our receptionists as soon as possible. Our team will consider granting permission ', ' for early check-in or late departure depending on room supply and potential supplementary costs. For those requiring special check-in times or prolonged stays, ', ' please contact the hotel staff to discuss arrangements. We may grant exceptions ', ' based on availability of rooms and with any associated fees.'];5;6;['\nDo guests have access to pre-noon entry and post-evening stay privileges, provided they are granted by management, possibly accompanied by supplementary charges? ', '\nCan visitors arrive earlier than the usual check-in time and depart later than the typical checkout hour, subject to availability, with potential additional expenses involved? ', '\nAre early arrival and late departure options available for guests, contingent upon room availability, possibly involving extra costs? ', '\nMay guests request early entry into their rooms and extended stay times, which would be granted based on availability, potentially with added fees? ', '\nCan hotel patrons enjoy pre-check-in access and post-checkout linger privileges, provided such accommodations are made possible by staff, possibly at an additional expense? ', '\nAre there situations where guests can gain earlier than scheduled entry into their rooms and stay later than scheduled, subject to room availability, which may necessitate added fees? ', '\nDo hotels offer early arrival and late departure options for guests, based on room availability, with potential supplementary charges involved? ', '\nMay guests experience pre-check-in access and post-checkout linger privileges, granted by the hotel staff, contingent upon availability, possibly accompanied by additional costs? ', '\nAre advance entry times into rooms and extended stay periods available for guests, contingent upon room availability, potentially resulting in extra expenses?']
7;Is the hotel obligated to provide the same room for the extended stay?;"
In the case that a hotel guest requests an extension of the residence in the hotel,
reception may offer this guest a room other than that in which the guest was originally
staying.";7;[' \nWhen a visitor asks to extend their visit, housekeeping might relocate them into a different abode ', ' \nIn the eventuality that an overnight guest requests additional hours, concierge may offer to transfer them to a different sleeping quarters ', ' \nIf someone occupying a room seeks an extension of their tenure, hotel staff could possibly provide them with an alternate accommodation unit ', ' \nWhen an individual staying in a hotel requests an extra night, management might suggest relocating them into a diverse dwelling space ', ' \nIn the event that an overnight guest wishes to prolong their stay, personnel may offer this guest a separate living quarters ', ' \nIf an overnight guest requests a longer stay, hospitality staff could possibly provide them with a different lodging ', ' \nWhen an individual occupying a hotel room asks for an extension of their visit, accommodations team might relocate them into a distinct residential area ', ' \nIn the event that a person staying at a hotel requests additional time, personnel may offer this guest a separate living space ', ' \nIf a visitor to a hotel asks to extend their stay, hospitality staff could possibly provide them with a different accommodation unit ', ''];6;6;"[' Must the lodging establishment ensure continuous residency within the same suite?\n\n', ' Is it mandatory for the hotel to retain the original guest quarters throughout their prolonged visit?\n\n', ' Do hotels have an obligation to provide consistent living arrangements across extended periods of stay?\n\n', ' Can a hotel be compelled to keep guests in the same room even after their initial booking period has expired?\n\n', ' Are lodging establishments legally required to guarantee occupancy within the same unit for extended stays?\n\n', "" Does a hotel's contract imply a continuous residency requirement within a specific suite or room?\n\n"", ' Is it mandatory for an accommodation provider to ensure guest continuity within the same living space across multiple nights?\n\n', ' Must hotels honor extended stay requests with the original assigned accommodations?\n\n', "" Is there a legal obligation on the part of lodging establishments to provide consistent residential arrangements throughout guests' prolonged stays?""]"
8;"What is the maximum duration of a visit to a hotel guest's room? 
";"Hotel guests may receive visits in their hotel rooms from guests not staying in the hotel.
Visitors must present a personal document at the hotel reception and register in the visitors'
book. These visits can last for only a maximum of 2 hours and must finish until 10:00 pm.";8;"[' Visitors are required to produce identification ', ' Unregistered individuals cannot access guest rooms ', "" The visitor's stay is restricted to two hours "", ' Overnight stays are strictly forbidden ', ' Personal documents must be presented for verification ', ' A log of visitors is maintained by hotel staff ', ' Guestroom visits must conclude before 10 pm ', ' Hotel guests can have limited social interactions with unregistered persons ', ' Temporary visitors must leave the premises on schedule ', '']";7;6;"[' Is there a time limit for an overnighter to occupy their accommodation ', "" At what point does a visitor's temporary residence become unlawful "", ' How long can someone occupy a guestroom before they are considered trespassers ', ' What is the maximum acceptable length of stay in a lodging facility ', ' Can one be forced to leave a hotel suite after a certain amount of time ', "" Is there an expiry date for a guest's occupation of their assigned room "", "" At what point does a person's visit become an extended stay "", ' How long can someone remain in a hotel lobby without being asked to vacate ', ' What is the longest permissible period of residency in a lodging establishment ', '']"
9; What type of document must a visitor present at the hotel reception?;"Hotel guests may receive visits in their hotel rooms from guests not staying in the hotel.
Visitors must present a personal document at the hotel reception and register in the visitors'
book. These visits can last for only a maximum of 2 hours and must finish until 10:00 pm.";9;"[' Visitors are required to produce identification ', ' Unregistered individuals cannot access guest rooms ', "" The visitor's stay is restricted to two hours "", ' Overnight stays are strictly forbidden ', ' Personal documents must be presented for verification ', ' A log of visitors is maintained by hotel staff ', ' Guestroom visits must conclude before 10 pm ', ' Hotel guests can have limited social interactions with unregistered persons ', ' Temporary visitors must leave the premises on schedule ', '']";7;6;"[' \nWhich form of photo ID is required to check in at an inn ', ' \nTo gain entry into the lodging, what proof of identity must be shown ', "" \nAt a boarding house, what paper must be produced to confirm one's identity "", ' \nOn arrival, which document should a guest hand over to the hotel staff ', ' \nWhat documentation do you need to provide when checking in to a hostel ', ' \nTo verify your identity at the lodging, what type of ID is required ', ' \nIn order to register with the hotel, what form of identification must be presented ', ' \nWhen checking into a residence, what documentation must be handed over ', "" \nAt the guesthouse reception, which document confirms one's personal details "", '']"
10;Is a party allowed in a room at Hotel Charles?;"
Hotel Charles enforces a ’No In-Room Party’ Policy to ensure we can protect the hotel and
our guests at all times. No parties, loud disturbances and/or noise-nuisance are allowed or
tolerated on these premises. ";10;"[' In order to guarantee the safety & comfort of everyone, we prohibit any gatherings or celebrations within hotel rooms ', "" Our 'Quiet Hours' policy strictly prohibits loud noises and disruptions that might disturb other guests "", ' To maintain a peaceful environment, we do not permit parties, rambunctious behavior or excessive noise levels on our premises ', "" We have a zero-tolerance policy for any disturbances or rowdy conduct within the hotel's walls "", ' For the benefit of all our patrons, no in-room events or festivities are permitted to preserve order and calm ', "" In keeping with industry standards, we enforce a 'No Party Zone' rule to protect the hotel & its guests from disruptions "", "" Our hotel's bylaws strictly forbid any type of revelry, ruckus or commotion within our walls "", ' To ensure an enjoyable stay for all, we prohibit any gatherings, celebrations or loud noises in hotel rooms ', "" We uphold a 'Party-Free' policy to guarantee the tranquility and comfort of every guest & hotel employee "", '']";8;6;[' \nCan you have a celebration in a guestroom at the Charles Hotel? ', ' \nIs it permitted to hold a get-together in an accommodation at Hotel Charles? ', ' \nAre parties allowed in rooms at Charles Hotel establishment? ', ' \nMay one host a soiree in a lodging at the Charles Hotel property? ', ' \nDoes the management of Hotel Charles allow for social events in guestrooms? ', ' \nCan a party be held in a private room at Charles Hotel accommodations? ', ' \nIs there authorization to have a festive gathering in an assigned space at Hotel Charles? ', ' \nAre celebrations permitted in designated areas within Charles Hotel? ', ' \nMay guests at Charles Hotel organize and hold a special occasion in a reserved area?']
11;What is the consequence if a guest fails to follow the hotel's request to reduce noise during a disturbance?;" In the event of a disturbance, one polite request (warning) will
be given to reduce the noise. If our request is not followed, the guest will be asked to leave
the hotel without refund and may be charged Guest Compensation Disturbance Fee.";11;"[""If there's an issue, we'll give you a chance to settle down with a polite reminder.\n"", ""In the event of excessive noise, you'll receive one calm request to quieten down.\n"", 'When the disturbance persists, we might have to ask you to vacate the premises immediately.\n', 'We kindly request that guests respect our other visitors and keep noise levels reasonable.\n', 'If the commotion continues after a polite warning, you may be asked to leave without refund.\n', 'In cases of persistent disruption, guests will receive one last notice before being asked to depart.\n', 'To maintain a peaceful environment for everyone, we ask that you refrain from excessive noise.\n', 'A single reminder will be given to minimize disruptions; failure to comply may result in eviction.\n', 'If the disturbance continues after our initial warning, we reserve the right to request your departure.\n', 'In the unlikely event of a disturbance, one final polite request will be made before taking further action.']";9;6;"[' If a hotel patron ignores their request to keep it down during a commotion, what are the repercussions?\n\n', ' What is the outcome if a guest refuses to tone down their noise level during a disruption at the hotel?\n\n', ' In what way will a hotel penalize a visitor who fails to adhere to their instructions for reducing disturbances?\n\n', "" How might a person's stay be impacted if they refuse to lower their voice during an altercation in the hotel?\n\n"", "" Can you inform me of the consequences when someone disobeys the hotel's polite request to keep noise levels down?\n\n"", ' What happens when a guest is told to quiet down, but refuses, during a disturbance at the accommodation?\n\n', "" How would a person's stay be affected if they didn't heed the hotel staff's polite request for reduced noise levels?\n\n"", "" What are the penalties for a visitor who fails to comply with the hotel's polite request to keep the noise down?\n\n"", "" If someone disregards the hotel's plea to reduce their noise level during an incident, what should they expect?""]"
