;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
0;What services and deliveries, in addition to hotel accommodation, are covered by the General Terms and Conditions of the Munich Marriott Hotel?;"The following General Terms and Conditions apply to rental contracts for hotel accommodation as well as to further services and deliveries provided by the Munich
Marriott Hotel (herein after referred to as the “Hotel”) for the client.";0;"[' \nProvisions applicable to agreements for hotel lodging along with additional services offered by the Munich Marriott Hotel ', ' \nGeneral stipulations governing arrangements for hotel accommodations as well as supplementary amenities furnished by the Munich Marriott Hotel ', ' \nConditions of agreement pertaining to hotel room rentals and associated services provided by the Munich Marriott Hotel ', ' \nRegulations governing hotel stays along with supplementary facilities made available by the Munich Marriott Hotel ', ' \nProvisions applicable to rental contracts for hotel rooms as well as ancillary services rendered by the Munich Marriott Hotel ', ' \nAgreement terms stipulating conditions of hotel room rentals and supplementary provisions offered by the Munich Marriott Hotel ', ' \nContractual obligations governing accommodations at the hotel along with supplementary amenities supplied by the Munich Marriott Hotel ', "" \nRegulations applicable to clients' use of hotel rooms and additional facilities provided by the Munich Marriott Hotel "", ' \nStandard operating procedures governing client relations as they pertain to hotel room rentals and other services rendered by the Munich Marriott Hotel ', '']";0;16;['\n\nBesides hotel stays, what specific benefits or provisions, as per the general rules and regulations, are provided to customers by the Munich Marriott Hotel ', '\n\nIn addition to overnight stays in a hotel room, what services or products does the General Terms and Conditions of the Munich Marriott Hotel encompass ', '\n\nWhat hotel-related extras, other than guest rooms, are covered under the standard operating procedures and policies for the Munich Marriott Hotel ', '\n\nApart from providing lodging to guests, what related tasks or obligations does the General Terms and Conditions of the Munich Marriott Hotel entail ', '\n\nIn addition to offering accommodation in a hotel setting, what supplementary provisions or services does the contract specify as being included by the Munich Marriott Hotel ', '\n\nWhat complementary benefits, aside from giving guests a place to sleep, are provided under the standard terms and conditions for staying at the Munich Marriott Hotel ', '\n\nBesides providing overnight stays, what additional commitments or responsibilities does the General Terms and Conditions of the Munich Marriott Hotel impose on hotel management ', '\n\nIn addition to offering an overnight stay in a hotel room, what other support services are included as part of the overall package by the Munich Marriott Hotel ', '\n\nWhat guest conveniences or supplementary amenities, apart from giving guests a place to sleep, are specified under the General Terms and Conditions for stays at the Munich Marriott Hotel ', '']
1;What are the conditions that require the hotel's written consent?;"
Subletting and re-letting of the rooms as well as the use for any other purpose than accommodation requires the consent of the hotel in writing.
Contrary Conditions of the client shall only apply prior to written agreement.";1;"['\nRental of the rooms together with any other use except residential requires prior consent from the establishment in writing ', '\nAll uses other than accommodation require the hotel to be notified in writing beforehand ', '\nUse of the room or any other purpose aside from habitation necessitates an official notification to the hotel ', '\nPermission from the hotel is required in written form for leasing the rooms and other uses ', '\nUse of the room or other purposes apart from residential living requires a prior formal notification to the establishment ', '\nRental and leasing as well as using for any use other than accommodation demands written consent beforehand ', ""\nAny usage aside from lodging necessitates the client's explicit agreement in written form which must precede any conditions "", '\nPrior notice and consent of the hotel is necessary in writing before subletting or re-letting the room ', '\nAll usages except residential requires a formal and prior notification to the establishment as a condition for further use ', '']";1;16;"[' Under what circumstances does a hotel require written approval before proceeding with certain actions?\n\n', "" In what situations is the hotel's prior written consent mandatory?\n\n"", ' What authorizations from the hotel must be obtained in writing before taking specific steps?\n\n', "" Can you list the instances that necessitate the hotel's formal, written permission?\n\n"", "" What conditions demand the hotel's explicit, written agreement?\n\n"", ' Under what conditions would a hotel need to approve something in writing beforehand?\n\n', ' Are there any situations where the hotel requires written consent as a prerequisite?\n\n', ' In what cases is it compulsory for the hotel to grant its written approval before proceeding?\n\n', "" How many situations require the hotel's prior, formal, and written consent?""]"
2;What are the conditions for the contract to become effective? ;"
General Terms & Conditions apply as follows:
Conclusion of the Contract, Contracting Parties, Contract Liabilities
The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form.
Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all
contract obligations provided the hotel has an appropriate statement of the third party.";2;"['\nTerms Of Engagement Apply As Follows: ', '\nContractual Agreements, Parties Involved, Liability Assumptions ', '\nThe Contract Enters Into Force Upon Hotel Confirmation. ', '\nHotel Has Right To Confirm Room Booking In Written Form ', '\nParties To The Contract Are Hotel And Client. ', ""\nClient's Third Party Representative Is Liable Alongside Client. "", '\nThird Party Ordering On Behalf Of Client Has Shared Responsibility. ', '\nClient And Third Party Share Joint Liability For All Obligations. ', '\nObligations Of Parties Will Be Mutual, With No Exemptions ', '\nLiabilities Of The Contracting Parties Are Fully Shared And Assumed ', '']";2;16;[' \nUnder what circumstances would the terms of the contract become enforceable? ', ' \nWhen do the provisions of the contract take effect? ', ' \nWhat are the prerequisites for the contract to be implemented? ', ' \nAt what point does the contract gain legal force? ', ' \nWhat conditions must be met for the contract to come into being? ', ' \nUnder what conditions will the terms of the contract become operative? ', ' \nWhen do the obligations outlined in the contract become legally enforceable? ', ' \nWhat are the requirements necessary for the contract to take effect? ', ' \nIn what circumstances would the terms of the contract become actionable?']
3;" 
Who are the contracting parties in this contract? ";"
General Terms & Conditions apply as follows:
Conclusion of the Contract, Contracting Parties, Contract Liabilities
The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form.
Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all
contract obligations provided the hotel has an appropriate statement of the third party.";3;"['\nTerms Of Engagement Apply As Follows: ', '\nContractual Agreements, Parties Involved, Liability Assumptions ', '\nThe Contract Enters Into Force Upon Hotel Confirmation. ', '\nHotel Has Right To Confirm Room Booking In Written Form ', '\nParties To The Contract Are Hotel And Client. ', ""\nClient's Third Party Representative Is Liable Alongside Client. "", '\nThird Party Ordering On Behalf Of Client Has Shared Responsibility. ', '\nClient And Third Party Share Joint Liability For All Obligations. ', '\nObligations Of Parties Will Be Mutual, With No Exemptions ', '\nLiabilities Of The Contracting Parties Are Fully Shared And Assumed ', '']";2;16;[' \nParties to the contract: who are they? ', '\nConcerned persons to the contractual commitment: who are they? ', '\nWho signed the contract, which has now been agreed upon? ', '\nWhich parties will be legally bound by the terms of this contract? ', '\nSignatories to the present contract: who are they? ', '\nEntities that have committed themselves to the terms of this document: who are they? ', '\nConcerned parties in the contractual arrangement: who are they? ', '\nParties to the contractual agreement: what is their identity? ', '\nSigners of this contract, which was entered into on a specific date ', '']
4;" 
What is the liability of a third party who orders on behalf of the client?";"
General Terms & Conditions apply as follows:
Conclusion of the Contract, Contracting Parties, Contract Liabilities
The contract becomes effective with the hotel’s acceptance. The hotel is free to confirm the booking of rooms in written form.
Contracting parties are the hotel and the client. If a third party orders on account of the client the third party is jointly and severally liable with the client for all
contract obligations provided the hotel has an appropriate statement of the third party.";4;"['\nTerms Of Engagement Apply As Follows: ', '\nContractual Agreements, Parties Involved, Liability Assumptions ', '\nThe Contract Enters Into Force Upon Hotel Confirmation. ', '\nHotel Has Right To Confirm Room Booking In Written Form ', '\nParties To The Contract Are Hotel And Client. ', ""\nClient's Third Party Representative Is Liable Alongside Client. "", '\nThird Party Ordering On Behalf Of Client Has Shared Responsibility. ', '\nClient And Third Party Share Joint Liability For All Obligations. ', '\nObligations Of Parties Will Be Mutual, With No Exemptions ', '\nLiabilities Of The Contracting Parties Are Fully Shared And Assumed ', '']";2;16;"["" \nCan a third person be held accountable for purchases made in the client's name "", "" \nIs the third party liable for purchases made without the client's direct consent "", ' \nWhat are the risks associated with someone ordering on behalf of another ', ' \nDoes a third-party orderer assume responsibility for client payments ', ' \nAre purchases by proxy considered binding on the client ', ' \nCan liability be assigned to an intermediary for procurement services ', ' \nWhat happens when a third person places orders without explicit authorization ', "" \nIs there potential accountability for someone buying goods on someone else's behalf "", ' \nCan purchasing power be delegated and still incur responsibility ', '']"
5;"What is the time frame for claims against the hotel to become statute-barred in Germany? 
";"In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge
according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless
knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.";5;"[' By virtue of § 199 para. 1 of the German Civil Code ZGB (Zivilgesetzbuch), all claims become statute-barred in one year, regardless of knowledge ', ' Pursuant to Article 199(1) of the Bürgerliches Gesetzbuch (BGB), claims against the hotel expire after one year without regard to knowledge ', ' All complaints against the hotel are time-barred within one year from the start of the standard statutory deadline ', "" The hotel's claims against all parties become statute-barred in five years, regardless of knowledge "", ' According to § 199 paragraph 1 Bürgerliches Gesetzbuch, a claim expires after five years, regardless of knowledge ', ' In general, lawsuits against the hotel expire after one year from the start of the statutory deadline without regard to knowledge ', ' All claims for damages against the hotel become statute-barred in five years, regardless of knowledge ', ' By virtue of § 199 paragraph 1 ZGB, a claim becomes statute-barred within five years, regardless of knowledge ', ' Claims against the hotel expire after one year from the start of the standard statutory deadline, without regard to knowledge']";3;16;"[' How long do plaintiffs have to file lawsuits against German hotels before they expire ', ' In what timeframe do court cases against hospitality providers in Germany lose their validity ', ' What is the period after which court proceedings against German hotels become invalid ', ' When does the time limit for taking legal action against hotel chains in Germany come into effect ', ' How many years does it take for claims against German hotels to become invalid ', "" What's the statute of limitations for hotel-related lawsuits in Germany "", ' In how many years do claims against hotels in Germany fall under the statue of limitations ', ' How long must plaintiffs wait before filing a lawsuit against a German hotel and still have a valid claim ', '']"
6; What is the exception to the reduction of limitation period according to the text?;"In principle, all claims against the hotel become statute-barred within one year from the beginning of the regular statutory limitation regardless knowledge
according to § 199 paragraph 1 of the German Civil Code BGB (Bürgerliches Gesetzbuch). Claims for damage become statute-barred in five years regardless
knowledge. Reduction of limitation shall not apply to claims based on deliberate or gross breach of duty through the hotel.";6;"[' By virtue of § 199 para. 1 of the German Civil Code ZGB (Zivilgesetzbuch), all claims become statute-barred in one year, regardless of knowledge ', ' Pursuant to Article 199(1) of the Bürgerliches Gesetzbuch (BGB), claims against the hotel expire after one year without regard to knowledge ', ' All complaints against the hotel are time-barred within one year from the start of the standard statutory deadline ', "" The hotel's claims against all parties become statute-barred in five years, regardless of knowledge "", ' According to § 199 paragraph 1 Bürgerliches Gesetzbuch, a claim expires after five years, regardless of knowledge ', ' In general, lawsuits against the hotel expire after one year from the start of the statutory deadline without regard to knowledge ', ' All claims for damages against the hotel become statute-barred in five years, regardless of knowledge ', ' By virtue of § 199 paragraph 1 ZGB, a claim becomes statute-barred within five years, regardless of knowledge ', ' Claims against the hotel expire after one year from the start of the standard statutory deadline, without regard to knowledge']";3;16;[' In what scenario is the time limit for filing a claim not reduced, according to text?\n\n', ' Which situation falls outside the abbreviated deadline stipulated in document?\n\n', ' What conditions make an exception to the shorter period of limitation specified in text?\n\n', ' Can you identify the exemption from the reduced time frame outlined in document?\n\n', ' Under what circumstances does the limitation period reduction not apply, as per text?\n\n', ' How is it determined that a particular case does not qualify for the shortened statute of limitations, according to text?\n\n', ' What scenario precludes the application of the abbreviated limitation period, as stated in document?\n\n', ' Is there an exception to the shorter time frame mentioned in text, and if so, what is it?\n\n', ' In what situation does the reduction in limitation period not take effect, as per document?']
7;What are the main responsibilities of the hotel towards its clients?;"
The hotel is obliged to have the rooms ready for the client and to provide the service as contracted.";7;"[' The hotel has a duty to have the guest rooms available for the customer ', "" It's compulsory for the lodging to be prepared in advance for the visitor "", ' The accommodation provider is required to make the rooms accessible to the client ', ' The hostelry must ready the quarters for the customer ', ' The hotel has an obligation to make the guestrooms available to the patron ', ' The establishment must have the guestrooms prepared and ready for the client ', ' The lodging has a duty to prepare the accommodations for the visitor ', ' The hotel is required to provide the rooms as contracted to the client ', ' The accommodation provider is obligated to have the guestrooms prepared and ready for the customer']";4;16;['\nTo what extent must a hotel cater to the needs of its guests ', '\nHow can hotels better serve their customers ', '\nWhat are the core duties that hotels owe to their visitors ', '\nIn what ways should hotels prioritize customer satisfaction ', '\nWhat fundamental commitments do hotels make towards their clientele ', '\nWhat are the primary expectations of a hotel from its clients ', '\nWhat specific responsibilities arise for hotels in dealing with guests ', '\nHow can hotels guarantee an acceptable level of service for its patrons ', '\nWhat core obligations bind hotels to their customers ', '']
8;What are the services that the client is responsible for paying for, according to the hotel's policy?;"
In order to use the room and additional services the client is obliged to pay the valid price respectively the price as contracted. This also applies to services and
expenses of the hotel towards third arranged by the client.";8;"[' \nIn order for guests to utilize the facilities and extra offerings, they must pay the agreed-upon fee ', ' \nTo avail themselves of the accommodation and ancillary services, clients are bound by contract to remit the stipulated amount ', ' \nThe client is obligated to discharge the contracted price in order to make use of the room and related amenities ', "" \nPatrons must settle their bill in full prior to utilizing the hotel's facilities and supplementary services "", ' \nIn order for guests to access the premises and additional amenities, they are required to pay the prevailing rate as specified ', ' \nThe client is under obligation to discharge the contracted fee in order to gain access to the room and related services ', ' \nTo use the facilities and extra offerings, patrons must settle their bill with the hotel according to their agreement ', ' \nIn order for clients to make use of the accommodation and supplementary amenities, they are required to pay the agreed-upon price ', ' \nThe client is bound by contract to remit the valid price in order to utilize the room and related services ', '']";5;16;"["" What expenses are clients expected to cover under the hotel's regulations "", "" Which costs will be borne by patrons in accordance with the hotel's policies "", "" What charges must guests pay for, based on the hotel's guidelines "", "" Can you list the services that customers need to pay for, according to the hotel's contract "", "" What amenities require payment from clients, as stated in the hotel's agreement "", "" Are there any specific services that patrons are responsible for paying for, as per the hotel's policy "", "" Which facilities will guests be charged for, under the hotel's rules "", "" Can you identify the services that clients have to pay for, as stipulated by the hotel's terms and conditions "", "" What expenses do customers incur, based on the hotel's payment structure "", '']"
9;What are the conditions under which the hotel can increase the contracted price of hotel services? ;"The prices contracted include the legal value added tax. Provided, the time period between conclusion and performance of the contract exceeds four months
and the generally calculated price for hotel services increase, the hotel has the right to increase the contracted price adequately, however by 5% at the most.
The hotel reserves the right to adjust prices in case the client requires later amendments regarding the contracted number of rooms, hotel services or length of
stay and the hotel agrees to it.";9;[' The time frame between contract signing and service delivery exceeds four months ', ' Consequently, prices may be adjusted upwards by no more than 5% ', ' In cases where client requests modifications to original booking details ', ' Hotel management reserves right to adjust pricing accordingly ', ' Prices may be revised if requested changes impact room count, services or stay duration ', ' Client-initiated changes are subject to hotel approval and may result in price adjustments ', ' Agreed-upon rates do not account for future cost increases ', ' If contract period exceeds four months, prices may be recalculated upward by a maximum of 5% ', ' Client modifications can lead to revised pricing, as agreed upon with hotel management ', ' Additional costs due to client changes will be passed on at an increase rate of no more than 5% ', ''];6;16;"[' \nUnder what scenarios is a hotel authorized to boost its quoted rates for hospitality services? ', ""\nIn what situations may a hotel's quoted rate be revised upwards in accordance with an existing agreement? "", '\nHow do hotels determine when it is permissible to increase the contracted price of their services? ', '\nWhat conditions must be met before a hotel can legally raise its contractually agreed-upon pricing for amenities? ', ' \nWhen does a hotel have the right to revise its contracted rates upwards, and under what terms? ', ""\nIn which scenarios may a hotel's contracted price for services be increased, given the pre-existing agreement? "", '\nCan you identify the criteria that govern whether a hotel is allowed to hike its quoted prices for hotel services? ', '\nHow do hotels justify or authorize an increase in their contractually agreed-upon pricing for hospitality services? ', "" \nUnder what conditions does a hotel's management have the authority to revise upwards the contracted price of accommodations?""]"
