;question;answer;question_index;answer_reformulate;answer_index;document_index;question_reformulate
0;What is the condition under which an Accommodation Agreement does not become effective?;"Accommodation Agreements become effective when the Hotel approves the request described in Article 2 above. However, this
will not apply if it is proved that the Hotel did not approve the request.";0;"["" \nThe agreement becomes valid upon the hotel's approval of the guest's request as described in Article 2.\n"", "" \nThe accommodation contract will only be effective if the Hotel has formally accepted the guest's request as stated in Article 2.\n"", "" \nThis Agreement takes effect upon receipt of the Hotel's confirmation as per Section 2 above.\n"", "" \nAccommodation terms become enforceable only after the hotel acknowledges and agrees to the guest's application described in Article 2.\n"", "" \nThe contract becomes valid once the Hotel accepts the guest's request outlined in Article 2, but only if it can be proven that they approved of it.\n"", "" \nHotel Accommodations become binding when the establishment formally approves of the guest's request as per Article 2 above.\n"", "" \nThe Agreement comes into effect upon formal approval by the Hotel of the guest's application detailed in Article 2.\n"", "" \nThis contract will only take hold once it is proven that the Hotel has given explicit consent to the guest's request, as stated in Article 2.""]";0;10;"['\nUnder what conditions does a written accommodation agreement fail to come into effect ', '\nWhen does an accommodation contract lose its binding power ', '\nWhat triggers a failure in the efficacy of a rental agreement ', ""\nIn which scenario does a tenant's rights not arise from a verbal understanding "", '\nWhat situation causes an Accommodation Agreement to remain unenforced ', '\nUnder what conditions is a written lease ineffective and nonbinding ', '\nWhen does a landlord-tenant contract lose its legal force ', '\nWhat triggers the ineffectiveness of a rental contract ', '\nIn which scenario does an Accommodation Agreement not become legally binding ', '']"
2;What are the conditions described in Articles 7 and 19 below that may result in the application of the request fee?;"Firstly, the request fee described in Paragraph 2 above will be applied to final accommodation fee that Guests are required to pay.
Secondly, in the event of any of the conditions described in Articles 7 and 19 below, such request fee will be applied to cancellation
fee and then to compensation. Thirdly, if there is any balance remaining, it will be returned to Guests’ credit card when Guests
made payments by credit card and to bank accounts that Guests designate when Guests made payments by other means.";2;"[' A surcharge will be added to the final accommodation bill for Guests.\n2', ' In case of any breach of conditions in Articles 7 and 19, an additional fee will be applied towards cancellation costs.\n3', ' If payment terms are not met, a portion will be retained as compensation.\n4', ' Any outstanding balance after applying request fees will be refunded via credit card.\n5', "" The extra charge mentioned earlier will be subtracted from the Guests' final bill amount.\n6"", "" In scenarios where conditions aren't met, the Guests' account will be debited an additional fee.\n7"", ' When cancellation occurs due to non-compliance with our terms, a penalty will be applied and deducted.\n8', "" Any remaining balance after deducting request fees will be reimbursed directly into Guests' bank accounts.\n9"", ' A supplementary charge will be levied on top of the accommodation bill in specific circumstances.\n10', "" If payment deadlines aren't respected, an amount will be held back as a form of compensation.""]";2;10;[' Are there particular instances outlined in Articles 7 and 19 where a request fee would be applicable? ', ' What prerequisites must be met as per Articles 7 and 19 for the request fee to come into play? ', ' In what scenarios, as stipulated by Articles 7 and 19, does the submission of a request incurs payment of a fee? ', ' Are there certain conditions specified in Articles 7 and 19 that lead to imposition of the request fee? ', ' What are the criteria mentioned in Articles 7 and 19 that may necessitate payment of the request fee? ', ' Are there specific conditions outlined in Articles 7 and 19 where an additional charge for a request is levied? ', ' What conditions, as stated in Articles 7 and 19, may lead to the imposition of a supplementary fee on a request? ', ' In what situations, according to Articles 7 and 19, does the payment of a fee become mandatory upon submission of a request? ', ' Are there particular stipulations in Articles 7 and 19 that may trigger the need for payment of an additional fee when submitting a request?']
3;"
How will the remaining balance after applying the request fee be handled if Guests made payments by other means than credit card?";"Firstly, the request fee described in Paragraph 2 above will be applied to final accommodation fee that Guests are required to pay.
Secondly, in the event of any of the conditions described in Articles 7 and 19 below, such request fee will be applied to cancellation
fee and then to compensation. Thirdly, if there is any balance remaining, it will be returned to Guests’ credit card when Guests
made payments by credit card and to bank accounts that Guests designate when Guests made payments by other means.";3;"[' A surcharge will be added to the final accommodation bill for Guests.\n2', ' In case of any breach of conditions in Articles 7 and 19, an additional fee will be applied towards cancellation costs.\n3', ' If payment terms are not met, a portion will be retained as compensation.\n4', ' Any outstanding balance after applying request fees will be refunded via credit card.\n5', "" The extra charge mentioned earlier will be subtracted from the Guests' final bill amount.\n6"", "" In scenarios where conditions aren't met, the Guests' account will be debited an additional fee.\n7"", ' When cancellation occurs due to non-compliance with our terms, a penalty will be applied and deducted.\n8', "" Any remaining balance after deducting request fees will be reimbursed directly into Guests' bank accounts.\n9"", ' A supplementary charge will be levied on top of the accommodation bill in specific circumstances.\n10', "" If payment deadlines aren't respected, an amount will be held back as a form of compensation.""]";2;10;"['\nWill balances after deducting service fees be managed differently for guests using alternative payment methods ', '\nHow do you process remaining amounts after applying fees for transactions not made via credit card ', '\nCan you clarify how balances are handled if payments were made through means other than credit cards ', ""\nWhat's the procedure for handling remaining funds if a guest paid with something other than a credit card "", '\nDo different payment methods affect how service fees are applied and balances are managed ', '\nHow do you handle outstanding amounts after charging fees to non-credit-card transactions ', '\nWill balances be affected differently depending on whether guests used credit cards or alternative payment methods ', '\nCan you describe the process for handling remaining funds if a guest paid with cash, check, or other means ', ""\nWhat's the protocol for managing balances when service fees are deducted from non-credit-card payments "", '']"
4;What happens to a guest's reservation if they do not pay the request fee on time?;"If Guests do not pay the request fee described and as stipulated in Paragraph 2 above, by the payment due date specified by the
Hotel, their reservation becomes immediately null and void, provided that the Hotel has notified them of the payment due date in
advance.";4;"["" \nIf guests don't comply with the payment terms outlined in clause 2 "", ' \nWhen visitors neglect to pay the required deposit as stipulated ', ' \nUpon non-payment of the requested amount by the deadline ', ' \nIn case of unfulfilled payment obligations and untimely notice ', ' \nIf guests refuse to cover their expenses or ignore their invoice ', "" \nThe hotel cancels a reservation when clients don't meet financial responsibilities "", ' \nVisitors who miss payment deadlines for their bill will have their booking cancelled ', ' \nWhen customers neglect their contractual obligations related to the fee ', ' \nAny outstanding payments not made by the stipulated deadline will render bookings invalid ', ' \nIf guests are unable or unwilling to pay the required fees in a timely manner, reservations may be voided ', '']";3;10;"["" Does a late payment impact a visitor's confirmed booking at an accommodation facility?\n\n"", "" How does non-payment of a requested service fee affect a customer's reservation status?\n\n"", ' What happens when a guest neglects to fulfill their monetary commitment for a stay at a hotel or similar establishment?\n\n', ' Is there any penalty incurred by a patron who fails to remit payment on time for a lodging arrangement?\n\n', "" Can a guest's delayed payment result in the cancellation of their previously confirmed reservation?\n\n"", "" How does a failure to pay an additional fee associated with a lodging arrangement impact the status of a visitor's booking?\n\n"", ' What are the repercussions for a customer who neglects to meet their financial obligation related to a service provided by an accommodation facility?\n\n', "" Does non-payment of a requested fee lead to the revocation of a guest's previously confirmed reservation at an accommodation facility?\n\n"", "" Can a guest's failure to fulfill their monetary commitment result in the loss of their place at an accommodation facility?""]"
5;What are the conditions under which the hotel may not require payment of the request fee?;"Notwithstanding Article 3 Paragraph 2 above, after entering Accommodation Agreements, the Hotel may in some cases offer a
special agreement in which payment of the request fee will not be required.";5;['\nRegardless of Article 3, paragraph two, once an accommodation agreement has been entered into, the hotel may offer a unique stipulation whereby payment for the requested fee will not be necessary ', '\nSubject to Article 3 Paragraph 2, after entering Accommodation Agreements, the Hotel may provide an alternative arrangement where no charge is levied for the request ', '\nExcluding the provision of Article 3, paragraph two, the hotel may sometimes enter into a special agreement following the signing of Accommodation Contracts whereby payment will not be required ', '\nUnless otherwise stated in Subsection 3-2, upon entering into an Accommodation Agreement, the establishment might offer a unique arrangement where payment for the requested fee is waived ', '\nIn spite of Article 3 paragraph two, once the Accommodation Contract has been signed, the hotel may propose an exception whereby no charge will be levied for the request ', '\nNotwithstanding any stipulations in Article 3 Paragraph 2, after entering into an Accommodation Agreement, the Hotel may grant a special dispensation where payment of the requested fee is not required ', '\nSubject to Subsection 3-2, upon signing the Accommodation Contract, the hotel might sometimes offer an alternative arrangement whereby no charge will be levied for the request ', '\nIn accordance with Article 3 but subject to paragraph two, following the signing of the Accommodation Agreement, the establishment may occasionally provide a special dispensation where payment for the requested fee is not necessary ', '\nPursuant to Article 3 Paragraph 2 and notwithstanding any other provisions, after entering into an Accommodation Contract, the hotel might sometimes offer a unique arrangement whereby no charge will be levied for the request ', ''];4;10;"['\nUnder what scenarios will the hotel waive the fee associated with their services ', '\nCan the hotel refuse to collect a fee related to their customer support ', ""\nAre there specific instances where the hotel won't require payment of their processing fee "", '\nIn what situations might the hotel not demand reimbursement for their handling fee ', '\nWhat are the conditions that would permit the hotel to forego collecting a fee from their customers ', '\nCan the hotel choose to waive the cost associated with their customer service ', '\nUnder which conditions will the hotel allow an exception to paying their administrative fee ', ""\nAre there particular cases where the hotel won't require payment of their management fee "", '\nWhat circumstances would prevent the hotel from requiring reimbursement for their services ', '']"
6;What is the purpose of the payment due date in the Accommodation Agreements?;"If the Hotel did not request payment of the request fee described in Article 3 Paragraph 2 above when accepting the request for
Accommodation Agreements, or did not specify a payment due date, Accommodation Agreements will be treated as a special
agreement as described in Paragraph 1 above.";6;"["" The hotel didn't ask for the fee when booking "", ' No payment was requested or due date specified by the hotel ', ' Hotel failed to collect deposit or charge ', ' If hotel did not request a fee at check-in ', ' Failure to specify payment terms or deadline ', ' Hotel neglected to invoice client for initial charge ', "" Client's agreement will be considered special "", "" The hotel didn't ask for the upfront payment when booking "", ' No payment was requested or specified by the hotel ', ' Accommodation Agreements will be treated as standard ', ' Hotel did not request payment of service charge']";5;10;[' \nTo what extent does the payment due date impact the terms of the Accommodation Arrangements ', ' \nHow does the payment schedule influence the accommodation agreement ', ' \nCan a change to the payment due date affect the tenancy contract ', ' \nIn what way does the payment deadline feature in the rental lease ', ' \nDoes the payment timeline play a part in the accommodation agreement ', ' \nWhat significance does the payment due date have in the rental contract ', ' \nHow does the payment schedule contribute to the overall terms of the Accommodation Agreement ', ' \nTo what extent does the payment deadline factor into the tenancy terms ', ' \nCan the payment due date be modified without affecting the accommodation lease ', '']
7;Is the hotel's written consent required for guests to allow others to use their facilities?;"
Guests will not let others stay at the Hotel, assign or resale Accommodation Agreements, or let others use Hotel’s facilities for
Guests only without the Hotel's prior written consent.";7;"[' \nGuests may not delegate or resell their accommodation contracts ', ' \nIndividuals are not permitted to allow others to utilize hotel amenities without prior authorization ', ' \nHotel guests are forbidden from permitting others to stay in their assigned accommodations ', ' \nResale or assignment of hotel stays is strictly prohibited for guests ', "" \nOnly with the hotel's explicit written permission can guests permit others to use facilities "", ' \nNo guest may allow unauthorized individuals to occupy hotel rooms ', ' \nGuests are not allowed to sublease or transfer their accommodation rights without consent ', ' \nUse of hotel amenities by unregistered guests is strictly forbidden ', ' \nAssignment of guest accommodations requires prior approval from the hotel management ', '']";6;10;"[' Do guests need authorization from the hotel management to permit others to make use of their accommodations?\n', ' Are guests allowed to grant access to friends and family members without explicit approval from the hotel administration?\n', ' Must hotel guests obtain written consent before permitting someone else to utilize their room or facilities?\n', ' Can hotel guests authorize others to use their accommodations without prior clearance from hotel staff?\n', "" Is there a requirement for hotel guests to have the management's permission to allow someone else to make use of their suite or services?\n"", ' Do hotel guests need to get approval from hotel officials before permitting another person to utilize their lodgings?\n', ' Are guests required to obtain explicit consent from the hotel authorities before allowing others to use their facilities?\n', ' Can hotel guests grant authorization for someone else to use their room or facilities without prior clearance from hotel management?\n', ' Is there a necessity for hotel guests to get written approval from the hotel staff before permitting another person to make use of their accommodations?']"
9;What are the cases in which the Hotel may decline to enter into Accommodation Agreements?;"
Special Agreements in Which Payment of the Request Fee is Not Required
In any of the following cases, the Hotel may decline to enter into Accommodation Agreements.";9;['\nHotel Refusals to Execute Accommodation Contracts ', '\nAgreements Where No Pre-Arrival Payment is Necessary ', '\nExemptions from Mandatory Advance Deposit Fees ', '\nAccommodations Not Requiring Prior Payment of the Requested Fee ', '\nHotels Declining to Enter into Guest Agreements Due to Special Circumstances ', '\nCases Where Hotel May Refuse Accommodation Contracts ', '\nExceptions to Standard Accommodation Booking Rules ', '\nSituations Where No Advance Payment is Required for Accommodation ', '\nProvisions Waiving the Requirement of Pre-Arrival Fee Payment ', ''];8;10;['\nWhen does a hotel typically refuse to book guests ', '\nIn what circumstances will a hotel decline accommodation requests ', '\nWhich situations could cause a hotel to turn down booking requests ', '\nUnder what conditions may a hotel refuse to honour accommodation agreements ', '\nCan a hotel choose not to accept guests under certain circumstances ', '\nWhat are the typical reasons hotels might decline to provide accommodations ', '\nWhen would a hotel likely deny guest bookings due to specific conditions ', '\nHow do hotels determine which guest bookings to reject or accept ', '\nIn what situations is it standard for a hotel to turn down accommodation requests ', '']
10;What are the requirements for making a valid accommodation request according to the given Terms and Conditions?;"
  The request for accommodation is not made in accordance with this Terms and Conditions.";10;['\nThis lodging application does not comply with stated policies ', '\nRequest for housing does not conform to contractual terms ', '\nProvision of residence not in line with regulatory requirements ', '\nApplication for living arrangement not consistent with established rules ', '\nAccommodation request not in accordance with governing conditions ', '\nThe accommodation petition diverges from the stipulated provisions ', '\nRequest for lodging does not comport with predefined standards ', '\nThis housing application neglects to conform to established protocols ', '\nPetition for residence is at odds with contractual obligations ', ''];9;10;[' \n\nTo what extent do the rules and regulations govern the formulation of a suitable accommodation petition ', ' \n\nUnder what criteria is an acceptable accommodation appeal formulated according to the specified guidelines ', ' \n\nHow do the Terms and Conditions dictate the requirements for a valid residence request ', ' \n\nWhat standards must be adhered to in order to make a legitimate lodging application according to the stipulated rules ', ' \n\nAccording to the given terms, what are the essential stipulations for making an acceptable accommodation petition ', ' \n\nTo what conditions must an applicant conform in order to have their accommodation demand validated ', ' \n\nUnder what parameters is an effective accommodation request formulated under the provided terms and regulations ', ' \n\nWhat precise demands must be fulfilled for a valid residence appeal according to the Terms and Conditions ', '']
11;Is there a waiting list for rooms at the hotel?;"
The Hotel is fully booked and there are no rooms available.";11;"[""\nThere's an occupancy problem at the establishment and all guestrooms have been allocated "", ""\nUnfortunately, the lodging facility is completely full and can't accommodate any more visitors "", ""\nWe've reached maximum capacity and are unable to offer any rooms for the night "", ""\nThe Hotel is entirely booked up and doesn't have any spare accommodation "", ""\nRegrettably, we're fully committed with bookings and have no empty rooms available "", ""\nThe establishment has been completely taken over by guests and there's no room for anyone else "", ""\nAll of our guestrooms are currently occupied and can't be made available to new arrivals "", ""\nThere aren't any vacant rooms at the moment due to an unusually high demand "", ""\nWe've reached a point where all of our available spaces have been used up and we're fully booked "", '']";10;10;[' Do hotel patrons need to reserve spaces ahead of time?\n\n', ' Are there pre-booking requirements for lodging at the establishment?\n\n', ' Must visitors schedule their stay in advance due to limited capacity?\n\n', ' Can guests inquire about vacant rooms without prior commitment?\n\n', ' Is it necessary for overnight visitors to secure a spot before arrival?\n\n', ' Does the hotel maintain a list of available accommodations on hand?\n\n', ' Should travelers contact ahead of time to confirm room availability?\n\n', ' Are there any specific check-in or check-out procedures due to limited space?\n\n', ' Must potential guests submit advance requests for lodging at the hotel?']
