,question,answer,question_index,answer_index,document_index
0,"What are the valid identity documents required for hotel check-in? 
","Only guests who check in properly, submit their valid identity documents (identity
card, passport), sign a hotel ID card and provide a guarantee in the form of advance
payment in cash or card preauthorization in the respective amount may be
accommodated at our hotel, provided that no reason for refusing to provide the
Hotel services exists, as specified in Article 16 below. Determination of a guest’s
eligibility is at the Hotel’s sole discretion. If a guest fails to submit his/her valid
identity document, the Hotel may refuse to accommodate such guest, in
accordance with the Act on Local Fees for Czech Nationals and Act No. 314/2015
for foreign clients.",O,0,20
1," What is the form of advance payment accepted by the hotel?
","Only guests who check in properly, submit their valid identity documents (identity
card, passport), sign a hotel ID card and provide a guarantee in the form of advance
payment in cash or card preauthorization in the respective amount may be
accommodated at our hotel, provided that no reason for refusing to provide the
Hotel services exists, as specified in Article 16 below. Determination of a guest’s
eligibility is at the Hotel’s sole discretion. If a guest fails to submit his/her valid
identity document, the Hotel may refuse to accommodate such guest, in
accordance with the Act on Local Fees for Czech Nationals and Act No. 314/2015
for foreign clients.",C,0,20
2, What is the basis for the hotel's decision to refuse accommodation to a guest?,"Only guests who check in properly, submit their valid identity documents (identity
card, passport), sign a hotel ID card and provide a guarantee in the form of advance
payment in cash or card preauthorization in the respective amount may be
accommodated at our hotel, provided that no reason for refusing to provide the
Hotel services exists, as specified in Article 16 below. Determination of a guest’s
eligibility is at the Hotel’s sole discretion. If a guest fails to submit his/her valid
identity document, the Hotel may refuse to accommodate such guest, in
accordance with the Act on Local Fees for Czech Nationals and Act No. 314/2015
for foreign clients.",C,0,20
3,What is the purpose of presenting a valid hotel ID card when a guest checks in?,"
Whenever a guest who has already checked in enters the hotel, he/she may be
required to present a valid hotel ID card provided to him/her upon check-in.",O,1,20
4,What type of payment options are available to guests upon arrival at the hotel?,"
 For accommodation and related services, the guests will be obliged to make a
payment based on the Hotel’s current price list upon arrival, or they may be invited
to make an advance payment before arrival.",O,2,20
5,What is the percentage of the total amount of the service that is required as a deposit for a guaranteed reservation? ,"

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,O,3,20
6," 
What are the reasons for which a guest is not entitled to any compensation if they do not exhaust the service? ","

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,C,3,20
7," 
What are considered as circumstances of force majeure according to the text? ","

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,C,3,20
8," 
Can a guest get a refund of the deposit if they do not exhaust the service due to personal subjective reasons? ","

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,C,3,20
9," 
Is the deposit refundable if the provision of the service is thwarted or not allowed by the provider / hotel? ","

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,C,3,20
10," 
What must the guest do in order to acknowledge the facts related to the guaranteed reservation?","

Reservations can be non - guaranteed or guaranteed. In the case of a guaranteed
reservation, it is required a deposit of 50% of the total amount of the service. In
the event that the guest does not exhaust the service either from personal
subjective or objective reasons, or due to so-called force majeure, has no legal right
to any compensation, the deposit is non-refundable. For these purposes,
circumstances of force majeure shall be deemed to be exceptional, objectively
unavoidable circumstances, preventing the provision of the agreed service, which
occurred after the conclusion of the contract and cannot be averted (eg natural
disasters, strikes, war, mobilization, insurrection, epidemics). The deposit is
refundable only if the provision of the service will be thwarted or not allowed by
the provider / hotel. The guest acknowledges these facts by confirmation
guaranteed reservation. """,C,3,20
11,What are the criteria for determining the cancelation fee for a particular booking?,"
Cancelation terms: Each individual booking includes individually determined
cancelation terms. Cancelation fee or late cancelation fee is charged based on the
cancelation terms applicable to the particular booking.",O,4,20
12,What are the basic parameters of a hotel room that would determine if the accommodation differs significantly?,"
In special cases, the Hotel may offer the guest accommodation different from that
agreed previously, provided that such accommodation does not differ significantly,
in its basic parameters (hotel room equipment), from the guest’s order confirmed
by the Hotel.",O,5,20
13,Is the hotel obligated to provide the same room to the guest if they wish to extend their stay?,"
If the guest wishes to extend his/her stay at the hotel, the Hotel may offer him/her
a room other than that in which the guest originally stayed.",O,6,20
