,question,answer,question_index,answer_index,document_index
0,What is the main purpose of the regulation mentioned in the text?,"The people who access this hotel shall be obliged to comply this regulation, in which does not contravene Law 13/2011,
of December 23, on Tourism, Decree Law 13/2020, of May 18th, on hotel establishments, and other rules and precept of
application.",O,0,18
1,What are the reasons for denying admission and stay at the hotel?,"
Access, admission and stay at the establishment
This hotel is of public use and has free access, without any restrictions other than those derived from legal provisions
and this regulation. The admission and stay of people at this establishment will only be denied for the following reasons:
Due to lack of capacity in accommodation or facilities.",O,1,18
2,What are the specific admission requirements that need to be complied with?,"
Due to not complying the admission requirements established in this regulation.",O,2,18
3,Is the law being referred to in the text a specific country's law or a general international law?,"
When users are under the age permitted to the access to this kind of establishment, according the applicable
law.",O,3,18
4,What are the consequences for a user who exhibits violent behavior on the platform?,"
When the person shows any violent attitude, especially, when his behavior is aggressive or provoke any
argument, promote dangerous situations or disturb other users, or they don ́t have the minimal hygienic
conditions.",O,4,18
5,Is carrying a weapon outside of a professional context a crime?,"
When the person bears weapons and/or any object subjected to be used with that purpose, unless the
individual in particular belongs to the army, a security body, bodyguards and make use of the establishment
because of their functions.",O,5,18
6,What is the typical behavior exhibited by someone who has consumed narcotics?,"
When the person is consuming drugs, narcotics, or they show symptoms of having consumed them, and the
ones show signs or evident behavior of being drunken.",O,6,18
7,What is the main reason for a person being removed from an establishment?,"
When the person causes such a noise that breaks the normal development of the establishment.
When the person does take measure of attitudes against the public health and the cleaning of the
establishment.",O,7,18
8,What is the purpose of requiring people to abandon the establishment with previous payment of the invoice?,"
By adopting behaviors that may cause danger or inconvenience to other people, or by hamper the normal
development of the activity
When one of these indicated circumstances occurred or by the people incurring in one or more of the restrictions listed
above, the responsible employee of the establishment may require them to abandon the establishment, with previous
payment, when appropriate, of the invoice pending. If necessary, they may ask for security according to article 36 of the
tourism law, and article 25 of the Hotel Management Decree.",O,8,18
9,What type of establishment is implied in this text?,"
It is expressly stated that free access to the facilities, services and accommodation of this establishment cannot be
denied to people who wish to come for sex reasons, disability, with or without a guide dog, religion, opinion or any other
personal or social circumstance.",O,9,18
10,What type of identification documents are required for users to be registered and admitted at the establishment?,"
The people who wish to use the rooms, the common areas, and, when appropriate, the complementary services detailed
in this regulation, should present their identification documents to be registered and admitted at this establishment.
Users may freely access the establishment and remain in it, with the limitations contained in the standards indicated in
section 1st paragraph and in this regulation.",O,10,18
11,What are the consequences if a user does not pay the total amount of the services booked? ,"
Users are obliged to read the rules contained in this regulation, which they expressly accept when they sign the admission
document, and those written by the manager about safety, coexistence and hygiene, for the proper use of the
establishment. Users have to proof their state, showing the admission document, when required, respect the booked
facilities and equipment of this establishment and pay the total amount of the services booked as soon as they have an
invoice or agreeing to the conditions according the Article 21 of the Decree Law. The presentation of any claim does not
exempt the obligation to pay for the services booked.",O,11,18
12," 
What documents must users show to prove their state in the establishment?","
Users are obliged to read the rules contained in this regulation, which they expressly accept when they sign the admission
document, and those written by the manager about safety, coexistence and hygiene, for the proper use of the
establishment. Users have to proof their state, showing the admission document, when required, respect the booked
facilities and equipment of this establishment and pay the total amount of the services booked as soon as they have an
invoice or agreeing to the conditions according the Article 21 of the Decree Law. The presentation of any claim does not
exempt the obligation to pay for the services booked.",C,11,18
13,Who can the establishment seek help from to remove users who do not respect the regulation? ,"
This establishment may seek the help of the authority agents to clear out the dependencies of the users who do not
respect this regulation, whom intend to access or remain in the establishment for a purpose other than the usual use of
the hotel services. Furthermore, they can also seek the help of the authority in case there are people not registered as
users, attendees of banquets, meetings, etc. or that they incur in the assumptions foreseen in section 2 above.",O,12,18
