,question,answer,question_index,answer_index,document_index
0,What is the condition under which an Accommodation Agreement does not become effective?,"Accommodation Agreements become effective when the Hotel approves the request described in Article 2 above. However, this
will not apply if it is proved that the Hotel did not approve the request.",O,0,10
1,What is the payment method specified by the Hotel for Guests to pay the accommodation fee?,"
When Accommodation Agreements become effective as described in Paragraph 1 above, Guests, by the payment method Hotel
specifies, shall pay the Hotel an amount not exceeding the basic accommodation fee for the requested dates of stay by the date
Hotel specifies.",O,1,10
2,What are the conditions described in Articles 7 and 19 below that may result in the application of the request fee? ,"
Firstly, the request fee described in Paragraph 2 above will be applied to final accommodation fee that Guests are required to pay.
Secondly, in the event of any of the conditions described in Articles 7 and 19 below, such request fee will be applied to cancellation
fee and then to compensation. Thirdly, if there is any balance remaining, it will be returned to Guests’ credit card when Guests
made payments by credit card and to bank accounts that Guests designate when Guests made payments by other means.",O,2,10
3,"
How will the remaining balance after applying the request fee be handled if Guests made payments by other means than credit card?","
Firstly, the request fee described in Paragraph 2 above will be applied to final accommodation fee that Guests are required to pay.
Secondly, in the event of any of the conditions described in Articles 7 and 19 below, such request fee will be applied to cancellation
fee and then to compensation. Thirdly, if there is any balance remaining, it will be returned to Guests’ credit card when Guests
made payments by credit card and to bank accounts that Guests designate when Guests made payments by other means.",C,2,10
4,What happens to a guest's reservation if they do not pay the request fee on time?,"
If Guests do not pay the request fee described and as stipulated in Paragraph 2 above, by the payment due date specified by the
Hotel, their reservation becomes immediately null and void, provided that the Hotel has notified them of the payment due date in
advance.",O,3,10
5,What are the conditions under which the hotel may not require payment of the request fee?,"
Notwithstanding Article 3 Paragraph 2 above, after entering Accommodation Agreements, the Hotel may in some cases offer a
special agreement in which payment of the request fee will not be required.",O,4,10
6,What is the purpose of the payment due date in the Accommodation Agreements?,"
If the Hotel did not request payment of the request fee described in Article 3 Paragraph 2 above when accepting the request for
Accommodation Agreements, or did not specify a payment due date, Accommodation Agreements will be treated as a special
agreement as described in Paragraph 1 above.",O,5,10
7,Is the hotel's written consent required for guests to allow others to use their facilities?,"
Guests will not let others stay at the Hotel, assign or resale Accommodation Agreements, or let others use Hotel’s facilities for
Guests only without the Hotel's prior written consent.",O,6,10
8,What is the purpose of the Hotel contacting the Guests before the date of stay?,"
Before the date of stay, the Hotel may contact Guests through the contact information provided based on Article 2 Paragraph 1
above for confirmation of bookings, etc. In this case, Guests will respond unless there are unavoidable circumstances.",O,7,10
9,What are the cases in which the Hotel may decline to enter into Accommodation Agreements?,"
Special Agreements in Which Payment of the Request Fee is Not Required
In any of the following cases, the Hotel may decline to enter into Accommodation Agreements.",O,8,10
10,What are the requirements for making a valid accommodation request according to the given Terms and Conditions?,"
  The request for accommodation is not made in accordance with this Terms and Conditions.",O,9,10
11,Is there a waiting list for rooms at the hotel?,"
The Hotel is fully booked and there are no rooms available.",O,10,10
12,Can a person with a contagious skin condition be denied hotel accommodation?,"
  The person intending to stay at the Hotel is deemed to have violated applicable laws, public order or public morals.
  The person intending to stay at the Hotel is clearly infected with an infectious disease.",O,11,10
13,What consequences might the hotel impose on the person if their demands are not met?,"
  The person makes demands on the Hotel exceeding the reasonable extent.",O,12,10
14,"What is considered an ""Act of God"" in the given context?","
  Accommodation cannot be provided due to Acts of God, failure of facilities or other unavoidable circumstances.",O,13,10
