,question,answer,question_index,answer_index,document_index
0,What is the email address for making bookings at the hotel? ,"Bookings can be made by writing a request to the hotel's e-mail office@lhj.lv or by
filling out the necessary information on the hotel's website www.lighthousejurmala.lv
to send the reservation request, or by other reservation websites (online reservation
systems).",O,0,12
1," 
What are the alternative options for making bookings at the hotel? ","Bookings can be made by writing a request to the hotel's e-mail office@lhj.lv or by
filling out the necessary information on the hotel's website www.lighthousejurmala.lv
to send the reservation request, or by other reservation websites (online reservation
systems).",C,0,12
2," 
Can bookings be made directly through the hotel's website?","Bookings can be made by writing a request to the hotel's e-mail office@lhj.lv or by
filling out the necessary information on the hotel's website www.lighthousejurmala.lv
to send the reservation request, or by other reservation websites (online reservation
systems).",C,0,12
3,What information is required from the guest to book a room in the hotel?,"
To book a room in the hotel, the guest must electronically notify hotel administration
the exact room name, accommodation period, guest's name, phone number, e-mail
address and guest's credit card number and its expiration date, thus guaranteeing the
payment for booked hotel services in case of late cancellation or no show.",O,1,12
4,What types of credit cards are accepted by the hotel?,"
The hotel accepts American Express, Visa, MasterCard, Maestro credit cards for the
payment",O,2,12
5,When is the payment charged from the guest's credit card?,"
It is possible to book a room for the High Season (01/07-15/08 ) only by making a
prepayment or by allowing the hotel to charge the guest's credit card in the amount
which is equal to the cost of all the reserved accommodation period. Payment is
charged from the guest's credit card on the day the booking is made.",O,3,12
6,What are the two methods of guaranteeing a hotel reservation?,"
The reservation can be guaranteed only by providing the hotel with the guest's credit
card number and expiration date or by making a prepayment (not later than 24 hours
prior to arrival).",O,4,12
7,"What happens if a guest arrives at the hotel expecting to stay in a room they had reserved, but the hotel has sold it to another person?","
In case of unguaranteed reservation, the hotel keeps the right to sell the room to
another person.",O,5,12
8,What is the latest time a reservation can be canceled without penalty?,"
Guaranteed reservation without any penalties may be canceled up to 72 hours prior to
arrival date, by sending a written request for reservation cancellation by e- mail
office@lhj.lv or by exact online reservation systems, where the booking was made.",O,6,12
9,What are the consequences for a guest who cancels a guaranteed reservation without notifying the hotel?,"
In case of delayed reservation cancellation or without informing the hotel about
reservation cancellation, the hotel does not return the pre-paid amount for a
guaranteed reservation.",O,7,12
10,What is the penalty for cancelling a guaranteed reservation after 72 hours?,"
If the guaranteed with credit card reservation is cancelled after more than 72 hours
before the date of arrival or in case of no -show, a penalty equal to the
accommodation cost for the first night will be charged.",O,8,12
11,"What is the cancellation policy for hotel reservations made during the hot season period? 
","
On the hot season period (01/07 -15/08) cancellation is not possible. In case of
reservation cancellation or no show, the hotel will not return pre-paid amount.
If a reservation is made via the online booking system, the cancellation shall be in
accordance with their booking cancellation conditions.",O,9,12
12, What happens if a guest cancels their reservation or fails to show up during the hot season period?,"
On the hot season period (01/07 -15/08) cancellation is not possible. In case of
reservation cancellation or no show, the hotel will not return pre-paid amount.
If a reservation is made via the online booking system, the cancellation shall be in
accordance with their booking cancellation conditions.",C,9,12
13,What are the two main reasons why a hotel may cancel a booking in an emergency situation?,"
In emergency situations, the hotel can cancel booking for objective reasons, for
example:
- the hotel does not accept liability for force majeure or other reasons which affect
hotel service performance;
- if wrong or misleading information concerning personal identity or intention of stay
is provided by booking the room;",O,10,12
14,Does the hotel's reasonable booking cancellation policy exempt them from liability for any losses incurred by the client?,"
By reasonable booking cancellation on behalf of the hotel, the client has no right to
the loss compensation.",O,11,12
15,What is the difference between the check-in and check-out times?,"
Check-in and check-out time:
Check-in time starts from 2:00 p.m.
Check-out time ends at 12:00 a.m.",O,12,12
16,What is the minimum amount of cash deposit required by the hotel for guests who do not provide a credit card?,"
To check-in the hotel, all guests must provide hotel administration a valid passport or
ID card and a valid guest credit card to guarantee potential additional services. If
guest does not agree to present a credit card, guest must submit a cash deposit in
amount of 200.00 EUR to guarantee potential additional services.",O,13,12
17,What is the purpose of presenting a credit card upon arrival?,"
If a reservation is made in advance or via online reservation sistems, upon arrival
guest must present the booking confirmation or a voucher from tour company and a
credit card which was mentioned to guarantee a reservation.",O,14,12
